"SearchID" "AdID" "Position" "ObjectType" "HistCTR" "IsClick"
"2715" 792 12315328 8 1 NA NA
"2716" 792 20471223 6 1 NA NA
"2717" 792 30237267 7 3 0.039045 0
"2718" 793 16748122 6 1 NA NA
"2719" 793 16904117 7 3 0.002225 0
"2720" 793 27844078 8 1 NA NA
"2721" 793 28610579 1 3 0.00688 0
"2722" 794 3418223 1 3 0.001128 0
"2723" 794 4607175 7 3 0.011345 0
"2724" 794 18346397 2 1 NA NA
"2725" 794 21673691 8 1 NA NA
"2726" 794 21964927 6 1 NA NA
"2727" 795 7257311 6 1 NA NA
"2728" 795 24336836 7 1 NA NA
"2729" 795 26424547 1 3 1e-05 0
"2730" 795 26820128 8 1 NA NA
"2731" 795 27331632 2 2 NA NA
"2732" 796 17259296 7 3 0.013986 0
"2733" 796 22428526 1 3 0.00411 0
"2734" 798 2785073 1 3 0.04026 0
"2735" 798 35666392 7 3 0.007937 0
"2736" 799 5220429 6 1 NA NA
"2737" 799 19225041 7 3 0.002245 0
"2738" 799 22850081 1 3 0.022644 0
"2739" 799 30019837 8 1 NA NA
"2740" 800 6115044 1 3 0.023948 0
"2741" 800 10865012 8 1 NA NA
"2742" 800 17165831 7 3 0.010156 0
"2743" 800 18310262 6 1 NA NA
"2744" 800 21569370 2 2 NA NA
"2745" 801 7009553 2 1 NA NA
"2746" 801 36202123 1 3 0.003906 0
"2747" 802 20268780 2 2 NA NA
"2748" 802 29230250 1 3 0.012097 0
"2749" 803 959446 8 1 NA NA
"2750" 803 5455162 2 2 NA NA
"2751" 803 7655755 1 3 0.001006 0
"2752" 803 17785950 6 1 NA NA
"2753" 803 34553260 7 3 0.007863 0
"2754" 804 7982856 7 3 0.008674 0
"2755" 804 12921150 1 3 0.00519 0
"2756" 804 20712254 2 2 NA NA
"2757" 805 9977158 1 3 0.01712 0
"2758" 805 22485268 2 2 NA NA
"2759" 805 28085897 7 1 NA NA
"2760" 805 32202549 6 1 NA NA
"2761" 805 36542409 8 1 NA NA
"2762" 806 1172286 6 1 NA NA
"2763" 806 1483962 1 3 0.004562 0
"2764" 806 6967047 8 1 NA NA
"2765" 806 25249357 7 1 NA NA
"2766" 806 35406357 2 1 NA NA
"2767" 807 6925819 7 3 0.004878 0
"2768" 807 19050064 1 3 0.010955 0
"2769" 808 555511 1 3 0.011051 0
"2770" 808 17926338 7 3 0.004418 0
"2771" 809 18155654 7 3 0.001438 0
"2772" 809 29569350 1 3 0.011331 0
"2773" 810 13026050 7 3 0.000761 0
"2774" 810 34147950 2 2 NA NA
"2775" 810 36123655 1 3 0.001597 0
"2776" 811 1664040 8 1 NA NA
"2777" 811 3230301 6 1 NA NA
"2778" 811 12025965 2 1 NA NA
"2779" 811 28379168 1 3 0.03318 0
"2780" 811 29092254 7 3 1e-05 0
"2781" 812 7499560 1 3 0.000916 0
"2782" 812 8829789 8 1 NA NA
"2783" 812 19599563 6 1 NA NA
"2784" 812 20119670 7 3 0.007242 0
"2785" 812 30662557 2 1 NA NA
"2786" 813 183681 2 1 NA NA
"2787" 813 1747043 6 1 NA NA
"2788" 813 8456419 7 3 0.005917 0
"2789" 813 10935663 8 1 NA NA
"2790" 813 22427427 1 3 0.029695 0
"2791" 814 14396973 1 3 0.009091 0
"2792" 814 26954333 7 3 0.00395 0
"2793" 815 22820146 8 1 NA NA
"2794" 815 23889602 7 3 0.011271 0
"2795" 815 24453727 6 1 NA NA
"2796" 815 29508305 1 3 0.007034 0
"2797" 816 3946073 2 2 NA NA
"2798" 816 6684085 7 3 0.000867 0
"2799" 816 16016682 6 1 NA NA
"2800" 816 21340791 8 1 NA NA
"2801" 816 29836764 1 3 0.005682 0
"2802" 817 24438982 7 3 0.009573 0
"2803" 817 32545157 1 3 0.002076 0
"2804" 818 9026365 7 3 0.015223 0
"2805" 818 19443927 1 3 0.016288 0
"2806" 819 5951100 8 1 NA NA
"2807" 819 15334534 6 1 NA NA
"2808" 819 25766596 1 3 0.002034 0
"2809" 819 30820152 2 1 NA NA
"2810" 819 33673299 7 3 0.00018 0
"2811" 820 9672442 1 3 0.027429 0
"2812" 820 20864113 7 3 0.015622 0
"2813" 821 3007324 7 3 0.005142 0
"2814" 821 34542988 1 3 0.043901 0
"2815" 822 9509080 7 3 0.007084 0
"2816" 822 30962586 1 3 0.001166 0
"2817" 823 2517382 7 3 0.005481 0
"2818" 823 14891009 8 1 NA NA
"2819" 823 18270463 1 3 0.02048 0
"2820" 823 26597492 2 1 NA NA
"2821" 823 34017517 6 1 NA NA
"2822" 824 3328571 1 3 0.00031 0
"2823" 824 25571203 7 3 0.003092 0
"2824" 825 7347398 8 1 NA NA
"2825" 825 19431132 1 3 0.013384 0
"2826" 825 21649152 7 3 0.003152 0
"2827" 825 27457968 6 1 NA NA
"2828" 826 19658204 2 1 NA NA
"2829" 826 24189656 7 3 0.001852 0
"2830" 826 32556381 1 3 0.006029 0
"2831" 827 8251916 1 3 0.001685 0
"2832" 828 10936342 6 1 NA NA
"2833" 828 26166966 7 3 0.001028 0
"2834" 828 27599651 8 1 NA NA
"2835" 828 34418320 1 3 0.005917 0
"2836" 829 3948848 7 3 0.002765 0
"2837" 829 22540843 1 3 0.010582 0
"2838" 830 12985978 1 3 0.004932 0
"2839" 830 14946427 2 2 NA NA
"2840" 830 34084553 7 3 0.002753 0
"2841" 831 2949413 2 2 NA NA
"2842" 831 9413853 1 3 0.0134 0
"2843" 831 14273661 7 3 0.002836 0
"2844" 831 18546043 6 1 NA NA
"2845" 831 23856852 8 1 NA NA
"2846" 832 14186672 8 1 NA NA
"2847" 832 15830916 2 1 NA NA
"2848" 832 18382133 7 1 NA NA
"2849" 832 28924274 1 3 1e-05 0
"2850" 832 32672084 6 1 NA NA
"2851" 833 5942585 2 2 NA NA
"2852" 833 11923173 7 3 0.041266 0
"2853" 833 34634718 1 3 0.002475 0
"2854" 834 1529066 1 3 0.01269 0
"2855" 834 4196127 2 1 NA NA
"2856" 834 4249664 6 1 NA NA
"2857" 834 4886879 7 1 NA NA
"2858" 834 8139485 8 1 NA NA
"2859" 835 14880485 7 3 0.000717 0
"2860" 835 26554703 2 1 NA NA
"2861" 835 34006308 1 3 0.003522 0
"2862" 836 15915507 6 1 NA NA
"2863" 836 16622940 7 3 7e-04 0
"2864" 836 19666476 1 3 0.001782 0
"2865" 836 28431768 8 1 NA NA
"2866" 837 252106 2 1 NA NA
"2867" 837 4351039 8 1 NA NA
"2868" 837 13094066 1 3 0.004762 0
"2869" 837 20051219 6 1 NA NA
"2870" 837 35035183 7 3 0.003802 0
"2871" 838 7391430 7 3 0.002116 0
"2872" 838 14238405 1 3 0.005895 0
"2873" 838 31854256 2 1 NA NA
"2874" 839 12990676 2 2 NA NA
"2875" 839 35934928 1 3 0.007449 0
"2876" 839 36047928 7 3 0.011117 0
"2877" 840 33940616 1 3 0.012339 0
"2878" 841 5098366 1 3 0.003619 0
"2879" 841 27927411 7 3 0.001763 0
"2880" 841 28625975 2 2 NA NA
"2881" 842 3833401 2 1 NA NA
"2882" 842 28899897 1 3 1e-05 0
"2883" 843 8630424 7 3 0.003241 0
"2884" 843 29760908 1 3 0.003421 0
"2885" 844 12372375 2 1 NA NA
"2886" 844 14880485 7 3 0.001141 0
"2887" 844 18601688 6 1 NA NA
"2888" 844 32252786 8 1 NA NA
"2889" 844 34006308 1 3 0.003005 0
"2890" 847 6606083 8 1 NA NA
"2891" 847 13241016 7 1 NA NA
"2892" 847 26105944 6 1 NA NA
"2893" 847 33085217 1 3 0.006965 0
"2894" 847 35955276 2 1 NA NA
"2895" 848 6235716 8 1 NA NA
"2896" 848 12112147 6 1 NA NA
"2897" 848 23120015 2 2 NA NA
"2898" 848 25738905 1 3 0.003136 0
"2899" 848 34977909 7 3 0.006836 0
"2900" 849 2861946 7 3 0.001819 0
"2901" 849 25862251 2 1 NA NA
"2902" 849 29295367 1 3 0.00104 0
"2903" 849 31340297 8 1 NA NA
"2904" 849 33987694 6 1 NA NA
"2905" 850 10654784 7 3 0.00291 0
"2906" 850 12250305 8 1 NA NA
"2907" 850 19434217 2 1 NA NA
"2908" 850 29361579 1 3 0.005848 0
"2909" 850 32728769 6 1 NA NA
"2910" 851 5063015 1 3 0.007944 0
"2911" 851 12226898 8 1 NA NA
"2912" 851 30418902 6 1 NA NA
"2913" 851 36218898 7 3 0.002913 0
"2914" 851 36345026 2 2 NA NA
"2915" 852 21140869 2 1 NA NA
"2916" 852 22156088 1 3 0.010467 0
"2917" 852 36431362 7 3 0.004772 0
"2918" 853 13043517 7 3 0.000691 0
"2919" 853 14666562 8 1 NA NA
"2920" 853 18540562 6 1 NA NA
"2921" 853 30985606 2 2 NA NA
"2922" 853 31151820 1 3 0.03115 0
"2923" 854 896140 7 3 0.004489 0
"2924" 854 3704604 8 1 NA NA
"2925" 854 9269832 1 3 0.007353 0
"2926" 854 17940080 2 2 NA NA
"2927" 854 30289865 6 1 NA NA
"2928" 855 9550854 8 1 NA NA
"2929" 855 11517817 6 1 NA NA
"2930" 855 31997337 7 1 NA NA
"2931" 855 34080261 1 3 0.00308 0
"2932" 855 35728004 2 2 NA NA
"2933" 856 11508303 1 3 1e-05 0
"2934" 856 17988381 2 1 NA NA
"2935" 856 19133444 7 3 1e-05 0
"2936" 856 24561554 6 1 NA NA
"2937" 856 30159935 8 1 NA NA
"2938" 857 7491257 1 3 0.045311 0
"2939" 857 31331301 7 1 NA NA
"2940" 857 32180720 6 1 NA NA
"2941" 857 34606857 2 1 NA NA
"2942" 858 17616001 1 3 0.0112 0
"2943" 858 22156088 7 3 0.008768 0
"2944" 858 22310676 2 1 NA NA
"2945" 858 24695365 6 1 NA NA
"2946" 858 32892066 8 1 NA NA
"2947" 859 9328538 7 3 0.017045 0
"2948" 859 28610579 1 3 0.011384 0
"2949" 861 26983202 1 3 0.004964 0
"2950" 861 33711755 7 3 0.000939 0
"2951" 862 1138696 2 2 NA NA
"2952" 862 17579501 1 3 0.00545 0
"2953" 862 25738905 7 3 0.002318 0
"2954" 863 9757958 2 1 NA NA
"2955" 863 24754813 1 3 0.014285 0
"2956" 863 25357646 8 1 NA NA
"2957" 863 26079334 7 3 0.013637 0
"2958" 863 33365626 6 1 NA NA
"2959" 864 6572002 7 3 0.00511 0
"2960" 864 24728248 1 3 0.003013 0
"2961" 864 28952842 2 2 NA NA
"2962" 864 32808081 6 1 NA NA
"2963" 864 33090090 8 1 NA NA
"2964" 865 23823708 1 3 0.014564 0
"2965" 866 19161577 2 2 NA NA
"2966" 866 28827428 6 1 NA NA
"2967" 866 33622420 8 1 NA NA
"2968" 866 33782859 1 3 0.007269 0
"2969" 866 35522742 7 3 1e-05 0
"2970" 867 3594363 1 3 0.01001 0
"2971" 867 5228201 6 1 NA NA
"2972" 867 5985468 8 1 NA NA
"2973" 867 15425510 7 1 NA NA
"2974" 868 1259072 2 1 NA NA
"2975" 868 1424674 6 1 NA NA
"2976" 868 7020460 1 3 0.013825 0
"2977" 868 13271591 7 3 0.028846 0
"2978" 868 33723955 8 1 NA NA
"2979" 869 8884769 7 3 0.00472 0
"2980" 869 19368348 1 3 0.006803 0
"2981" 870 23815316 7 3 0.003989 0
"2982" 870 26002259 1 3 0.01272 0
"2983" 871 2647585 6 1 NA NA
"2984" 871 4851434 7 3 0.003472 0
"2985" 871 27977192 8 1 NA NA
"2986" 871 31355661 2 1 NA NA
"2987" 871 35274581 1 3 0.019663 0
"2988" 873 2833707 1 3 0.000677 0
"2989" 874 3871623 8 1 NA NA
"2990" 874 9530523 7 1 NA NA
"2991" 874 15265448 6 1 NA NA
"2992" 874 20083380 2 1 NA NA
"2993" 874 21839867 1 3 1e-05 0
"2994" 875 11049533 1 3 0.010218 0
"2995" 875 11860414 2 2 NA NA
"2996" 875 36090063 7 3 0.021739 0
"2997" 876 5514049 7 3 0.003327 0
"2998" 876 30131263 1 3 0.009747 0
"2999" 877 19368340 2 2 NA NA
"3000" 877 33940616 1 3 0.041625 0
"3001" 878 9102893 7 3 0.006452 0
"3002" 878 25738905 1 3 0.003808 0
"3003" 879 5063296 1 3 0.010231 0
"3004" 879 22156088 7 3 0.009931 0
"3005" 880 11994803 1 3 0.004981 0
"3006" 880 11997436 2 1 NA NA
"3007" 880 19919546 8 1 NA NA
"3008" 880 27855466 6 1 NA NA
"3009" 880 34939915 7 3 0.000788 0
"3010" 881 4257976 8 1 NA NA
"3011" 881 8425262 2 1 NA NA
"3012" 881 11829123 6 1 NA NA
"3013" 881 26757010 1 3 0.005023 0
"3014" 881 36443227 7 1 NA NA
"3015" 882 11548833 7 3 1e-05 0
"3016" 882 12750889 1 3 0.008989 0
"3017" 882 26746671 6 1 NA NA
"3018" 882 28064527 8 1 NA NA
"3019" 882 33720833 2 1 NA NA
"3020" 883 807454 7 1 NA NA
"3021" 883 6115044 1 3 0.026576 0
"3022" 883 22356732 8 1 NA NA
"3023" 883 26343880 2 2 NA NA
"3024" 883 29695405 6 1 NA NA
"3025" 884 6234384 8 1 NA NA
"3026" 884 7334273 1 3 0.045311 0
"3027" 884 17486795 6 1 NA NA
"3028" 884 18206414 7 3 0.001179 0
"3029" 884 34346463 2 2 NA NA
"3030" 885 7079168 1 3 0.005754 0
"3031" 885 8404495 7 3 0.009349 0
"3032" 886 5431603 7 1 NA NA
"3033" 886 5748726 2 1 NA NA
"3034" 886 23503361 8 1 NA NA
"3035" 886 23724789 6 1 NA NA
"3036" 886 32667385 1 3 0.006164 0
"3037" 887 6115044 1 3 0.01937 0
"3038" 887 13947366 7 3 0.003011 0
"3039" 887 32136231 8 1 NA NA
"3040" 887 33477025 6 1 NA NA
"3041" 888 4027304 1 3 0.022644 0
"3042" 888 21462110 7 3 0.021579 0
"3043" 889 20340091 1 3 0.003623 0
"3044" 890 2862329 7 3 0.003769 0
"3045" 890 13678383 6 1 NA NA
"3046" 890 16008625 8 1 NA NA
"3047" 890 18674650 2 1 NA NA
"3048" 890 26209259 1 3 0.000601 0
"3049" 891 2517382 7 3 0.017452 0
"3050" 891 2884267 2 2 NA NA
"3051" 891 14674635 1 3 0.009346 0
"3052" 891 34831770 6 1 NA NA
"3053" 891 34880315 8 1 NA NA
"3054" 892 11583164 7 3 0.00285 0
"3055" 892 20307289 2 2 NA NA
"3056" 892 22754496 1 3 0.011741 0
"3057" 893 1218018 2 2 NA NA
"3058" 893 11379711 7 3 0.003473 0
"3059" 893 23905439 1 3 0.008419 0
"3060" 893 27583642 8 1 NA NA
"3061" 893 31297726 6 1 NA NA
"3062" 894 3435567 6 1 NA NA
"3063" 894 3643580 2 1 NA NA
"3064" 894 13459067 7 1 NA NA
"3065" 894 24002319 1 3 0.008889 0
"3066" 894 33372831 8 1 NA NA
"3067" 895 4349120 1 3 0.045311 0
"3068" 895 12534619 6 1 NA NA
"3069" 895 22466318 2 1 NA NA
"3070" 895 24927206 7 3 0.001651 0
"3071" 895 34019257 8 1 NA NA
"3072" 896 6145334 6 1 NA NA
"3073" 896 8885897 8 1 NA NA
"3074" 896 10327920 2 2 NA NA
"3075" 896 25738905 7 3 0.003432 0
"3076" 896 33155074 1 3 0.021505 0
"3077" 897 9989728 7 3 1e-05 0
"3078" 897 28350483 1 3 0.076803 0
"3079" 899 2442843 2 2 NA NA
"3080" 899 16315562 7 1 NA NA
"3081" 899 18520061 8 2 NA NA
"3082" 899 19123340 1 3 1e-05 0
"3083" 899 22564874 6 1 NA NA
"3084" 900 2448275 1 3 0.078083 0
"3085" 900 28531347 7 3 0.000537 0
"3086" 901 1055421 2 1 NA NA
"3087" 901 14320559 6 1 NA NA
"3088" 901 15719085 1 3 0.009596 0
"3089" 901 21649152 7 3 0.003548 0
"3090" 901 32373279 8 1 NA NA
"3091" 902 18746436 7 3 0.001239 0
"3092" 902 25149981 1 3 0.006859 0
"3093" 903 2663848 1 3 0.001949 0
"3094" 903 23050754 7 3 0.004432 0
"3095" 905 7719390 1 3 0.001999 0
"3096" 905 18492612 7 3 0.002222 0
"3097" 906 5341390 1 3 0.003996 0
"3098" 907 11649408 1 3 0.036949 0
"3099" 907 27927411 7 3 0.002051 0
"3100" 908 5791958 7 1 NA NA
"3101" 908 7276271 8 1 NA NA
"3102" 908 32377467 2 2 NA NA
"3103" 908 33805530 6 1 NA NA
"3104" 908 34220326 1 3 0.005063 0
"3105" 909 12775834 2 2 NA NA
"3106" 909 14855716 1 3 1e-05 0
"3107" 909 19278940 8 1 NA NA
"3108" 909 20710139 6 1 NA NA
"3109" 909 35349049 7 3 1e-05 0
"3110" 910 4560575 6 1 NA NA
"3111" 910 20493451 8 1 NA NA
"3112" 910 24129570 2 2 NA NA
"3113" 910 26983202 7 3 0.003752 0
"3114" 910 27462917 1 3 0.033179 0
"3115" 911 25958987 7 3 1e-05 0
"3116" 911 30122903 1 3 0.005068 0
"3117" 912 2891720 7 3 0.003621 0
"3118" 912 20058023 1 3 0.007176 0
"3119" 913 12898901 1 3 1e-05 0
"3120" 914 17380705 1 3 1e-05 0
"3121" 915 5201247 1 3 0.055046 0
"3122" 915 17973340 7 3 0.018634 0
"3123" 915 20349282 2 2 NA NA
"3124" 916 15764859 7 3 0.002472 0
"3125" 916 32370130 1 3 0.001534 0
"3126" 917 28591143 7 3 0.000966 0
"3127" 917 31550866 1 3 0.00625 0
"3128" 917 36276463 2 2 NA NA
"3129" 918 16617867 8 1 NA NA
"3130" 918 19533290 7 3 0.017336 0
"3131" 918 21417738 1 3 0.030403 0
"3132" 918 22980403 6 1 NA NA
"3133" 918 26539130 2 1 NA NA
"3134" 919 8024626 2 2 NA NA
"3135" 919 10288685 1 3 0.040885 0
"3136" 919 25815876 7 3 0.004629 0
"3137" 920 917992 1 3 0.030766 0
"3138" 920 19890528 7 3 0.007469 0
"3139" 921 3638665 8 1 NA NA
"3140" 921 8910857 6 1 NA NA
"3141" 921 20378118 1 3 0.008125 0
"3142" 921 26540170 7 1 NA NA
"3143" 921 33501285 2 1 NA NA
"3144" 922 6892762 7 3 0.006397 0
"3145" 922 28398673 6 1 NA NA
"3146" 922 32545157 1 3 0.002123 0
"3147" 922 34500973 8 1 NA NA
"3148" 923 8897133 2 1 NA NA
"3149" 923 9115234 1 3 0.008054 0
"3150" 923 10339717 8 1 NA NA
"3151" 923 28232984 7 3 0.002921 0
"3152" 923 31670933 6 1 NA NA
"3153" 924 13048671 1 3 0.003135 0
"3154" 925 2537217 8 1 NA NA
"3155" 925 7224732 6 1 NA NA
"3156" 925 22160499 7 1 NA NA
"3157" 925 27066122 1 3 0.006944 0
"3158" 925 31607158 2 2 NA NA
"3159" 926 28335751 6 1 NA NA
"3160" 926 31854560 1 3 0.004777 0
"3161" 926 33702982 7 3 0.003133 0
"3162" 926 35623745 8 1 NA NA
"3163" 927 6841712 7 3 0.011069 0
"3164" 927 7807417 2 2 NA NA
"3165" 927 31565576 1 3 0.040224 0
"3166" 928 12681373 8 1 NA NA
"3167" 928 13262658 7 3 0.013698 0
"3168" 928 18100983 1 3 0.065042 0
"3169" 928 30677902 2 2 NA NA
"3170" 928 32354065 6 1 NA NA
"3171" 929 4558855 7 3 0.001949 0
"3172" 929 8910380 1 3 0.010227 0
"3173" 930 2513790 7 1 NA NA
"3174" 930 19413564 2 2 NA NA
"3175" 930 21903487 8 1 NA NA
"3176" 930 22275104 6 1 NA NA
"3177" 930 33746580 1 3 0.013353 0
"3178" 931 6718520 7 3 0.006065 0
"3179" 931 20866108 2 1 NA NA
"3180" 931 32545157 1 3 0.001534 0
"3181" 932 125898 8 1 NA NA
"3182" 932 8881487 6 1 NA NA
"3183" 932 14365854 1 3 0.010391 0
"3184" 932 16124002 7 3 0.004609 0
"3185" 932 16895579 2 1 NA NA
"3186" 933 5930763 1 3 0.004784 0
"3187" 933 21101384 8 1 NA NA
"3188" 933 24165127 7 3 0.012915 0
"3189" 933 26524509 6 1 NA NA
"3190" 933 34990808 2 1 NA NA
"3191" 934 11964414 2 2 NA NA
"3192" 934 15557063 7 3 0.044574 0
"3193" 934 36034507 1 3 0.090705 0
"3194" 935 1232612 7 3 0.004098 0
"3195" 935 22386974 1 3 0.001029 0
"3196" 936 4789543 1 3 0.004264 0
"3197" 936 16703785 7 1 NA NA
"3198" 936 20083755 2 1 NA NA
"3199" 936 28561115 8 1 NA NA
"3200" 936 34010586 6 1 NA NA
"3201" 937 10096901 1 3 0.010447 0
"3202" 938 2909326 2 2 NA NA
"3203" 938 10455862 8 1 NA NA
"3204" 938 15944578 6 1 NA NA
"3205" 938 24223176 7 3 0.001103 0
"3206" 938 35008375 1 3 0.005809 0
"3207" 939 35794185 2 1 NA NA
"3208" 939 36037172 1 3 1e-05 0
"3209" 940 9718176 7 3 0.008696 0
"3210" 940 11089186 1 3 0.01791 0
"3211" 940 15270424 2 2 NA NA
"3212" 941 52153 6 1 NA NA
"3213" 941 3889674 7 3 0.004027 0
"3214" 941 19170624 8 1 NA NA
"3215" 941 19259659 1 3 0.010778 0
"3216" 941 30574999 2 1 NA NA
"3217" 942 3775726 1 3 0.037149 0
"3218" 942 5098366 7 3 0.002789 0
"3219" 942 23916109 2 2 NA NA
"3220" 943 7852498 1 3 0.002001 0
"3221" 943 19643128 2 2 NA NA
"3222" 943 27182792 6 1 NA NA
"3223" 943 29417389 7 3 0.005114 0
"3224" 943 36777731 8 1 NA NA
"3225" 945 8432349 1 3 0.005513 0
"3226" 945 10338464 2 1 NA NA
"3227" 945 24050536 7 3 0.000767 0
"3228" 945 30438487 6 1 NA NA
"3229" 945 33838866 8 1 NA NA
"3230" 946 1265380 7 3 0.000231 0
"3231" 946 3562036 1 3 0.022288 0
"3232" 946 26036308 2 2 NA NA
"3233" 947 1443459 6 1 NA NA
"3234" 947 7667986 7 3 1e-05 0
"3235" 947 27045090 8 1 NA NA
"3236" 947 30650979 2 1 NA NA
"3237" 947 36223418 1 3 0.005401 0
"3238" 948 4015616 1 3 0.012883 0
"3239" 948 13444496 7 3 0.004461 0
"3240" 949 2663848 7 3 0.001503 0
"3241" 949 7908009 1 3 0.004267 0
"3242" 950 24482289 1 3 0.009023 0
"3243" 950 29741583 7 3 0.006123 0
"3244" 951 2493266 8 1 NA NA
"3245" 951 8131204 6 1 NA NA
"3246" 951 17590440 2 1 NA NA
"3247" 951 27227669 1 3 0.007851 0
"3248" 951 28420742 7 3 0.004373 0
"3249" 952 9977158 1 3 0.008372 0
"3250" 953 3240731 1 3 0.005025 0
"3251" 953 6219939 8 1 NA NA
"3252" 953 9301476 6 1 NA NA
"3253" 953 21686921 7 3 0.020792 0
"3254" 953 29904020 2 2 NA NA
"3255" 954 5976463 1 3 0.006826 0
"3256" 954 35480871 7 3 0.004603 0
"3257" 955 7730008 8 1 NA NA
"3258" 955 18460988 6 1 NA NA
"3259" 955 19605004 2 2 NA NA
"3260" 955 25750305 7 3 0.00286 0
"3261" 955 31048196 1 3 0.013749 0
"3262" 956 16840647 2 1 NA NA
"3263" 956 28070889 1 3 0.011285 0
"3264" 956 36218898 7 3 0.003416 0
"3265" 957 5491163 8 1 NA NA
"3266" 957 16592458 1 3 1e-05 0
"3267" 957 17970237 7 1 NA NA
"3268" 957 21091499 6 1 NA NA
"3269" 957 21277071 2 1 NA NA
"3270" 958 6669666 7 3 0.000636 0
"3271" 958 16878022 1 3 0.021404 0
"3272" 959 14804711 1 3 0.007392 0
"3273" 959 22851805 7 3 0.015701 0
"3274" 960 24935748 1 3 0.004306 0
"3275" 960 32759798 2 1 NA NA
"3276" 961 20161393 2 1 NA NA
"3277" 961 30914028 1 3 1e-05 0
"3278" 963 11756310 6 1 NA NA
"3279" 963 11856343 8 1 NA NA
"3280" 963 13271591 7 3 0.008016 0
"3281" 963 30955409 1 3 0.00874 0
"3282" 964 2497087 1 3 0.001195 0
"3283" 964 10018016 2 1 NA NA
"3284" 964 16668604 7 3 0.002161 0
"3285" 965 11638472 1 3 0.001712 0
"3286" 965 24630516 2 1 NA NA
"3287" 965 33776835 7 3 0.025736 0
"3288" 966 2406790 6 1 NA NA
"3289" 966 5351565 8 1 NA NA
"3290" 966 22231863 2 1 NA NA
"3291" 966 27927411 7 3 0.001793 0
"3292" 966 35934928 1 3 0.005619 0
"3293" 967 4805953 1 3 0.005848 0
"3294" 968 12861531 7 3 0.041266 0
"3295" 968 24134358 1 3 0.03842 0
"3296" 968 26727661 2 2 NA NA
"3297" 969 19256782 2 1 NA NA
"3298" 969 29961084 1 3 0.030516 0
"3299" 970 6097152 2 2 NA NA
"3300" 970 31326681 1 3 0.039087 0
"3301" 970 31367860 7 3 0.042224 0
"3302" 971 5728718 2 2 NA NA
"3303" 971 9328538 7 3 0.012075 0
"3304" 971 12040101 8 1 NA NA
"3305" 971 17187035 6 1 NA NA
"3306" 971 35480871 1 3 0.008864 0
"3307" 972 8273617 6 1 NA NA
"3308" 972 9081834 2 2 NA NA
"3309" 972 16877886 8 1 NA NA
"3310" 972 17119818 7 3 0.002964 0
"3311" 972 29135166 1 3 0.004519 0
"3312" 973 2861946 7 3 0.001524 0
"3313" 973 29295367 1 3 0.000649 0
"3314" 973 33808743 2 2 NA NA
"3315" 974 6107344 2 1 NA NA
"3316" 974 16016586 8 1 NA NA
"3317" 974 28252070 7 3 0.002207 0
"3318" 974 30397289 6 1 NA NA
"3319" 974 35488290 1 3 0.002779 0
"3320" 975 1141640 2 1 NA NA
"3321" 975 3940135 8 1 NA NA
"3322" 975 6718520 7 3 0.008765 0
"3323" 975 16554685 6 1 NA NA
"3324" 975 32545157 1 3 0.001865 0
"3325" 976 741285 1 3 0.040747 0
"3326" 976 22207145 8 1 NA NA
"3327" 976 25820206 6 1 NA NA
"3328" 976 28031082 2 1 NA NA
"3329" 976 32056806 7 3 0.003185 0
"3330" 977 14207907 1 3 0.010691 0
"3331" 977 16766499 7 3 0.006515 0
"3332" 978 8421452 1 3 0.005464 0
"3333" 978 24131776 7 3 1e-05 0
"3334" 979 3214282 8 1 NA NA
"3335" 979 13271591 1 3 0.045802 0
"3336" 979 16099465 6 1 NA NA
"3337" 979 23514818 7 3 0.027429 0
"3338" 979 32237231 2 1 NA NA
"3339" 981 1558253 7 3 0.00888 0
"3340" 981 5409602 2 1 NA NA
"3341" 981 17866346 1 3 0.019048 0
"3342" 982 26033999 1 3 0.032443 0
"3343" 983 22084896 7 3 0.00592 0
"3344" 983 24728248 1 3 0.004357 0
"3345" 983 25167165 2 2 NA NA
"3346" 984 2123034 8 1 NA NA
"3347" 984 9326882 1 3 0.00102 0
"3348" 984 21849096 2 2 NA NA
"3349" 984 30530103 7 3 0.002627 0
"3350" 984 36741261 6 1 NA NA
"3351" 985 1048108 1 3 1e-05 0
"3352" 985 34395162 2 2 NA NA
"3353" 986 20318852 1 3 1e-05 0
"3354" 987 829830 7 3 1e-05 0
"3355" 987 1310621 6 1 NA NA
"3356" 987 26839580 8 1 NA NA
"3357" 987 31089218 2 1 NA NA
"3358" 987 34423852 1 3 0.016129 0
"3359" 988 15945366 1 3 0.007788 0
"3360" 990 20577369 2 1 NA NA
"3361" 990 34450018 1 3 0.003195 0
"3362" 991 3328571 7 3 0.001215 0
"3363" 991 16232388 1 3 0.002711 0
"3364" 992 13861358 2 1 NA NA
"3365" 992 15719085 1 3 0.011549 0
"3366" 992 33044409 7 3 0.003196 0
"3367" 993 1762167 1 3 0.010638 0
"3368" 993 3051401 8 1 NA NA
"3369" 993 9129943 7 1 NA NA
"3370" 993 11430050 6 1 NA NA
"3371" 993 22485268 2 2 NA NA
"3372" 995 1622893 6 1 NA NA
"3373" 995 7187193 2 1 NA NA
"3374" 995 23569508 7 3 0.000117 0
"3375" 995 24341502 8 1 NA NA
"3376" 995 31867417 1 3 0.012346 0
"3377" 996 7017036 2 1 NA NA
"3378" 996 8671297 6 1 NA NA
"3379" 996 10382585 8 1 NA NA
